person,date,category,amount,monthly_income,description,payment_mode
Rahul Kumar,2023-05-29,Utilities,1148.0,20000.0,,NetBanking
Amit Sharma,2023-05-30,Entertainment,386.0,20000.0,,UPI
Ananya Singh,2023-05-30,Miscellaneous,1153.0,30000.0,,Card
Vivek Menon,2023-05-30,Groceries,2441.0,18000.0,,Cash
Harini Bhat,2023-05-30,Rent,10984.0,30000.0,,Card
Swathi Reddy,2023-05-30,Food,174.0,25000.0,,Cash
Vivek Menon,2023-05-30,Food,457.0,18000.0,,Cash
Priya Iyer,2023-05-31,Rent,10735.0,18000.0,,Cash
Shreya Sen,2023-05-31,Groceries,177.0,18000.0,,UPI
Krishna Rao,2023-05-31,Rent,4121.0,30000.0,,Cash
Karthik Rao,2023-05-31,Groceries,565.0,18000.0,,Card
Karthik Rao,2023-05-31,Food,341.0,18000.0,,Cash
Rahul Kumar,2023-06-01,Travel,134.0,20000.0,,UPI
Ananya Singh,2023-06-01,Miscellaneous,2461.0,30000.0,,Cash
Priya Iyer,2023-06-01,Study Materials,1531.0,18000.0,,Cash
Vivek Menon,2023-06-01,Health,477.0,18000.0,,NetBanking
Krishna Rao,2023-06-01,Groceries,668.0,30000.0,,Card
Karthik Rao,2023-06-01,Food,685.0,18000.0,,UPI
Rahul Kumar,2023-06-01,Entertainment,1028.0,20000.0,,UPI
Arjun Nair,2023-06-01,Utilities,2385.0,22000.0,,NetBanking
Nisha Sharma,2023-06-01,Utilities,704.0,18000.0,,Cash
Sneha Kapoor,2023-06-01,Miscellaneous,1278.0,18000.0,,UPI
Krishna Rao,2023-06-01,Study Materials,665.0,30000.0,,UPI
Harsha Patel,2023-06-01,Rent,9616.0,30000.0,,Cash
Divya Yeddu,2023-06-01,Miscellaneous,1262.0,25000.0,,NetBanking
Arjun Nair,2023-06-02,Utilities,437.0,22000.0,,NetBanking
Ishita Roy,2023-06-02,Health,762.0,22000.0,,Cash
Ishita Roy,2023-06-02,Study Materials,1017.0,22000.0,,NetBanking
Arjun Nair,2023-06-02,Health,2356.0,22000.0,,UPI
Varun Gupta,2023-06-02,Travel,477.0,20000.0,,Card
Siddharth Rao,2023-06-02,Travel,245.0,30000.0,,UPI
Harini Bhat,2023-06-02,Study Materials,1728.0,30000.0,,Card
Megha Das,2023-06-02,Miscellaneous,1758.0,25000.0,,Card
Priya Iyer,2023-06-02,Entertainment,654.0,18000.0,,Cash
Vikram Joshi,2023-06-02,Miscellaneous,205.0,25000.0,,Cash
Amit Sharma,2023-06-02,Rent,7171.0,20000.0,,Cash
Divya Yeddu,2023-06-03,Study Materials,433.0,25000.0,,NetBanking
Nisha Sharma,2023-06-03,Health,787.0,18000.0,,UPI
Arjun Nair,2023-06-03,Food,248.0,22000.0,,UPI
Amit Sharma,2023-06-03,Food,427.0,20000.0,,Cash
Sneha Kapoor,2023-06-03,Food,658.0,18000.0,,Cash
Sneha Kapoor,2023-06-03,Health,1682.0,18000.0,,NetBanking
Pooja Mehta,2023-06-03,Health,1645.0,30000.0,,NetBanking
Swathi Reddy,2023-06-03,Travel,509.0,25000.0,,Cash
Varun Gupta,2023-06-03,Study Materials,1082.0,20000.0,,UPI
Swathi Reddy,2023-06-04,Utilities,1798.0,25000.0,,NetBanking
Nisha Sharma,2023-06-04,Food,329.0,18000.0,,UPI
Amit Sharma,2023-06-04,Utilities,1754.0,20000.0,,NetBanking
Karthik Rao,2023-06-04,Travel,584.0,18000.0,,NetBanking
Ananya Singh,2023-06-04,Study Materials,897.0,30000.0,,UPI
Swathi Reddy,2023-06-04,Food,303.0,25000.0,,NetBanking
Ananya Singh,2023-06-04,Food,513.0,30000.0,,Cash
Arjun Nair,2023-06-04,Groceries,1559.0,22000.0,,NetBanking
Priya Iyer,2023-06-04,Health,938.0,18000.0,,Cash
Swathi Reddy,2023-06-04,Groceries,1562.0,25000.0,,NetBanking
Karthik Rao,2023-06-04,Groceries,2338.0,18000.0,,Cash
Harini Bhat,2023-06-04,Miscellaneous,1933.0,30000.0,,NetBanking
Shreya Sen,2023-06-05,Food,205.0,18000.0,,UPI
Divya Yeddu,2023-06-05,Rent,5855.0,25000.0,,Cash
Vikram Joshi,2023-06-05,Entertainment,1684.0,25000.0,,Card
Rohan Verma,2023-06-05,Rent,7205.0,20000.0,,NetBanking
Siddharth Rao,2023-06-05,Rent,6311.0,30000.0,,Cash
Ananya Singh,2023-06-05,Food,438.0,30000.0,,UPI
Ishita Roy,2023-06-05,Utilities,1153.0,22000.0,,NetBanking
Sneha Kapoor,2023-06-05,Study Materials,302.0,18000.0,,UPI
Rohan Verma,2023-06-05,Entertainment,1869.0,20000.0,,Cash
Pooja Mehta,2023-06-06,Study Materials,690.0,30000.0,,UPI
Krishna Rao,2023-06-06,Food,563.0,30000.0,,UPI
Priya Iyer,2023-06-06,Travel,389.0,18000.0,,Card
Ananya Singh,2023-06-06,Travel,450.0,30000.0,,UPI
Rahul Kumar,2023-06-06,Rent,6377.0,20000.0,,Card
Arjun Nair,2023-06-06,Health,2265.0,22000.0,,UPI
Amit Sharma,2023-06-06,Miscellaneous,2434.0,20000.0,,NetBanking
Rohan Verma,2023-06-06,Study Materials,625.0,20000.0,,NetBanking
Siddharth Rao,2023-06-06,Study Materials,1485.0,30000.0,,NetBanking
Nisha Sharma,2023-06-06,Utilities,819.0,18000.0,,UPI
Sneha Kapoor,2023-06-06,Utilities,419.0,18000.0,,Cash
Sneha Kapoor,2023-06-06,Food,366.0,18000.0,,NetBanking
Vikram Joshi,2023-06-06,Miscellaneous,1320.0,25000.0,,UPI
Ishita Roy,2023-06-07,Utilities,2203.0,22000.0,,NetBanking
Aditya Pillai,2023-06-07,Study Materials,1089.0,20000.0,,UPI
Tanvi Jain,2023-06-07,Study Materials,979.0,30000.0,,NetBanking
Vikram Joshi,2023-06-07,Groceries,1364.0,25000.0,,Cash
Vikram Joshi,2023-06-07,Study Materials,1159.0,25000.0,,Cash
Harini Bhat,2023-06-07,Groceries,1093.0,30000.0,,NetBanking
Sneha Kapoor,2023-06-07,Miscellaneous,1184.0,18000.0,,Cash
Sneha Kapoor,2023-06-07,Rent,7463.0,18000.0,,Cash
Arjun Nair,2023-06-07,Health,146.0,22000.0,,Cash
Harini Bhat,2023-06-07,Utilities,1625.0,30000.0,,UPI
Harini Bhat,2023-06-08,Food,560.0,30000.0,,Cash
Tanvi Jain,2023-06-08,Study Materials,1607.0,30000.0,,Cash
Harsha Patel,2023-06-08,Food,509.0,30000.0,,NetBanking
Rohan Verma,2023-06-08,Miscellaneous,330.0,20000.0,,Card
Vikram Joshi,2023-06-08,Rent,6247.0,25000.0,,Card
Priya Iyer,2023-06-08,Entertainment,1298.0,18000.0,,UPI
Swathi Reddy,2023-06-08,Health,1296.0,25000.0,,Cash
Karthik Rao,2023-06-08,Rent,11118.0,18000.0,,Card
Arjun Nair,2023-06-09,Groceries,1303.0,22000.0,,NetBanking
Ishita Roy,2023-06-09,Travel,491.0,22000.0,,Cash
Shreya Sen,2023-06-09,Study Materials,1312.0,18000.0,,Cash
Aditya Pillai,2023-06-09,Groceries,2249.0,20000.0,,Cash
Krishna Rao,2023-06-09,Entertainment,1938.0,30000.0,,Card
Vivek Menon,2023-06-09,Rent,5415.0,18000.0,,Card
Harsha Patel,2023-06-09,Entertainment,345.0,30000.0,,Cash
Ananya Singh,2023-06-09,Groceries,2407.0,30000.0,,UPI
Vikram Joshi,2023-06-10,Utilities,483.0,25000.0,,NetBanking
Nisha Sharma,2023-06-10,Entertainment,580.0,18000.0,,Cash
Nisha Sharma,2023-06-10,Miscellaneous,923.0,18000.0,,NetBanking
Siddharth Rao,2023-06-10,Study Materials,1769.0,30000.0,,Cash
Vikram Joshi,2023-06-10,Travel,530.0,25000.0,,Card
Harsha Patel,2023-06-10,Food,537.0,30000.0,,NetBanking
Megha Das,2023-06-10,Entertainment,1708.0,25000.0,,NetBanking
Shreya Sen,2023-06-10,Study Materials,757.0,18000.0,,UPI
Harini Bhat,2023-06-11,Groceries,1232.0,30000.0,,UPI
Shreya Sen,2023-06-11,Health,1679.0,18000.0,,Card
Rahul Kumar,2023-06-11,Miscellaneous,262.0,20000.0,,NetBanking
Ishita Roy,2023-06-11,Groceries,839.0,22000.0,,Card
Vikram Joshi,2023-06-11,Food,347.0,25000.0,,UPI
Swathi Reddy,2023-06-11,Groceries,645.0,25000.0,,NetBanking
Ishita Roy,2023-06-11,Groceries,385.0,22000.0,,NetBanking
Nisha Sharma,2023-06-11,Utilities,2364.0,18000.0,,Card
Tanvi Jain,2023-06-12,Entertainment,1207.0,30000.0,,NetBanking
Sneha Kapoor,2023-06-12,Entertainment,1937.0,18000.0,,UPI
Rahul Kumar,2023-06-12,Utilities,423.0,20000.0,,UPI
Aditya Pillai,2023-06-12,Study Materials,1647.0,20000.0,,Card
Siddharth Rao,2023-06-12,Health,220.0,30000.0,,NetBanking
Ishita Roy,2023-06-12,Travel,154.0,22000.0,,Card
Nisha Sharma,2023-06-13,Travel,395.0,18000.0,,NetBanking
Karthik Rao,2023-06-13,Entertainment,1282.0,18000.0,,NetBanking
Ishita Roy,2023-06-13,Miscellaneous,2034.0,22000.0,,NetBanking
Divya Yeddu,2023-06-13,Rent,6818.0,25000.0,,UPI
Arjun Nair,2023-06-13,Miscellaneous,1571.0,22000.0,,Cash
Varun Gupta,2023-06-13,Utilities,1046.0,20000.0,,Card
Krishna Rao,2023-06-13,Health,614.0,30000.0,,Card
Tanvi Jain,2023-06-13,Groceries,1271.0,30000.0,,NetBanking
Rohan Verma,2023-06-13,Rent,5839.0,20000.0,,Card
Arjun Nair,2023-06-14,Entertainment,1137.0,22000.0,,Cash
Ananya Singh,2023-06-14,Study Materials,1868.0,30000.0,,UPI
Vivek Menon,2023-06-14,Rent,10643.0,18000.0,,UPI
Tanvi Jain,2023-06-14,Utilities,876.0,30000.0,,NetBanking
Harsha Patel,2023-06-14,Entertainment,1218.0,30000.0,,Card
Vivek Menon,2023-06-14,Food,445.0,18000.0,,Card
Nisha Sharma,2023-06-14,Travel,188.0,18000.0,,Cash
Nisha Sharma,2023-06-14,Study Materials,1607.0,18000.0,,UPI
Pooja Mehta,2023-06-14,Food,664.0,30000.0,,NetBanking
Sneha Kapoor,2023-06-15,Rent,8345.0,18000.0,,UPI
Priya Iyer,2023-06-15,Travel,170.0,18000.0,,UPI
Swathi Reddy,2023-06-15,Travel,525.0,25000.0,,Card
Ananya Singh,2023-06-15,Utilities,504.0,30000.0,,Cash
Rohan Verma,2023-06-15,Entertainment,1401.0,20000.0,,NetBanking
Varun Gupta,2023-06-15,Health,547.0,20000.0,,Cash
Megha Das,2023-06-15,Groceries,486.0,25000.0,,Cash
Arjun Nair,2023-06-15,Rent,8704.0,22000.0,,NetBanking
Siddharth Rao,2023-06-15,Miscellaneous,563.0,30000.0,,Card
Aditya Pillai,2023-06-16,Rent,6225.0,20000.0,,Cash
Swathi Reddy,2023-06-16,Miscellaneous,297.0,25000.0,,Card
Pooja Mehta,2023-06-16,Study Materials,686.0,30000.0,,Cash
Sneha Kapoor,2023-06-16,Groceries,1476.0,18000.0,,Card
Varun Gupta,2023-06-16,Rent,6821.0,20000.0,,Cash
Nisha Sharma,2023-06-16,Travel,304.0,18000.0,,NetBanking
Pooja Mehta,2023-06-16,Rent,11136.0,30000.0,,Card
Tanvi Jain,2023-06-16,Rent,7841.0,30000.0,,Cash
Pooja Mehta,2023-06-16,Health,1854.0,30000.0,,Cash
Karthik Rao,2023-06-16,Utilities,1860.0,18000.0,,Card
Megha Das,2023-06-16,Travel,271.0,25000.0,,NetBanking
Ishita Roy,2023-06-16,Rent,4212.0,22000.0,,Card
Sneha Kapoor,2023-06-17,Utilities,267.0,18000.0,,NetBanking
Megha Das,2023-06-17,Entertainment,576.0,25000.0,,Card
Shreya Sen,2023-06-17,Rent,8222.0,18000.0,,Cash
Megha Das,2023-06-17,Health,2240.0,25000.0,,Card
Tanvi Jain,2023-06-17,Health,791.0,30000.0,,NetBanking
Megha Das,2023-06-17,Rent,8323.0,25000.0,,NetBanking
Swathi Reddy,2023-06-17,Food,227.0,25000.0,,Card
Harini Bhat,2023-06-17,Miscellaneous,1714.0,30000.0,,Card
Divya Yeddu,2023-06-17,Study Materials,1330.0,25000.0,,UPI
Harsha Patel,2023-06-17,Rent,4805.0,30000.0,,UPI
Ishita Roy,2023-06-17,Food,657.0,22000.0,,NetBanking
Harsha Patel,2023-06-17,Food,490.0,30000.0,,UPI
Amit Sharma,2023-06-18,Health,2392.0,20000.0,,Cash
Arjun Nair,2023-06-18,Utilities,1776.0,22000.0,,NetBanking
Vikram Joshi,2023-06-18,Groceries,1100.0,25000.0,,Cash
Vivek Menon,2023-06-18,Miscellaneous,138.0,18000.0,,Card
Priya Iyer,2023-06-18,Food,147.0,18000.0,,Card
Krishna Rao,2023-06-18,Study Materials,1955.0,30000.0,,UPI
Ananya Singh,2023-06-18,Entertainment,122.0,30000.0,,Cash
Vikram Joshi,2023-06-18,Health,1760.0,25000.0,,NetBanking
Vikram Joshi,2023-06-19,Food,168.0,25000.0,,Cash
Amit Sharma,2023-06-19,Entertainment,2372.0,20000.0,,NetBanking
Sneha Kapoor,2023-06-19,Health,1314.0,18000.0,,Card
Varun Gupta,2023-06-19,Rent,4635.0,20000.0,,Card
Swathi Reddy,2023-06-19,Miscellaneous,137.0,25000.0,,Cash
Harsha Patel,2023-06-19,Miscellaneous,546.0,30000.0,,Cash
Harini Bhat,2023-06-19,Food,618.0,30000.0,,UPI
Ananya Singh,2023-06-20,Travel,193.0,30000.0,,NetBanking
Harsha Patel,2023-06-20,Rent,11590.0,30000.0,,UPI
Harini Bhat,2023-06-20,Entertainment,859.0,30000.0,,Cash
Tanvi Jain,2023-06-20,Miscellaneous,2242.0,30000.0,,UPI
Shreya Sen,2023-06-20,Health,1169.0,18000.0,,Card
Divya Yeddu,2023-06-20,Study Materials,700.0,25000.0,,Card
Vikram Joshi,2023-06-20,Study Materials,584.0,25000.0,,NetBanking
Vikram Joshi,2023-06-20,Food,498.0,25000.0,,UPI
Shreya Sen,2023-06-21,Study Materials,1873.0,18000.0,,Card
Siddharth Rao,2023-06-21,Miscellaneous,2456.0,30000.0,,NetBanking
Karthik Rao,2023-06-21,Study Materials,1444.0,18000.0,,Card
Amit Sharma,2023-06-21,Rent,4799.0,20000.0,,Cash
Vivek Menon,2023-06-21,Travel,528.0,18000.0,,Cash
Shreya Sen,2023-06-22,Utilities,1143.0,18000.0,,Cash
Ananya Singh,2023-06-22,Groceries,906.0,30000.0,,NetBanking
Harini Bhat,2023-06-22,Utilities,2329.0,30000.0,,UPI
Ananya Singh,2023-06-22,Miscellaneous,1974.0,30000.0,,NetBanking
Krishna Rao,2023-06-22,Entertainment,1471.0,30000.0,,UPI
Nisha Sharma,2023-06-22,Rent,8620.0,18000.0,,Cash
Vikram Joshi,2023-06-22,Miscellaneous,1445.0,25000.0,,Cash
Shreya Sen,2023-06-22,Entertainment,561.0,18000.0,,Card
Sneha Kapoor,2023-06-22,Study Materials,1758.0,18000.0,,UPI
Ishita Roy,2023-06-23,Utilities,263.0,22000.0,,UPI
Aditya Pillai,2023-06-23,Rent,5909.0,20000.0,,UPI
Karthik Rao,2023-06-23,Food,671.0,18000.0,,Cash
Karthik Rao,2023-06-24,Travel,525.0,18000.0,,UPI
Ananya Singh,2023-06-24,Rent,8168.0,30000.0,,Card
Priya Iyer,2023-06-24,Study Materials,1884.0,18000.0,,NetBanking
Megha Das,2023-06-24,Groceries,1792.0,25000.0,,NetBanking
Megha Das,2023-06-24,Groceries,2296.0,25000.0,,Card
Nisha Sharma,2023-06-24,Health,2028.0,18000.0,,Cash
Divya Yeddu,2023-06-24,Food,659.0,25000.0,,Card
Priya Iyer,2023-06-25,Study Materials,1605.0,18000.0,,Card
Vikram Joshi,2023-06-25,Groceries,2325.0,25000.0,,Cash
Swathi Reddy,2023-06-25,Food,307.0,25000.0,,Cash
Harini Bhat,2023-06-25,Study Materials,1748.0,30000.0,,Cash
Aditya Pillai,2023-06-25,Food,526.0,20000.0,,Cash
Vivek Menon,2023-06-25,Travel,132.0,18000.0,,Cash
Rahul Kumar,2023-06-26,Rent,4988.0,20000.0,,Card
Siddharth Rao,2023-06-26,Miscellaneous,566.0,30000.0,,UPI
Pooja Mehta,2023-06-26,Travel,560.0,30000.0,,Cash
Karthik Rao,2023-06-26,Study Materials,1848.0,18000.0,,NetBanking
Harsha Patel,2023-06-26,Health,167.0,30000.0,,Card
Sneha Kapoor,2023-06-26,Rent,6261.0,18000.0,,UPI
Harini Bhat,2023-06-27,Entertainment,438.0,30000.0,,NetBanking
Divya Yeddu,2023-06-27,Entertainment,2322.0,25000.0,,NetBanking
Priya Iyer,2023-06-27,Food,537.0,18000.0,,UPI
Shreya Sen,2023-06-27,Travel,591.0,18000.0,,NetBanking
Tanvi Jain,2023-06-27,Health,2149.0,30000.0,,UPI
Siddharth Rao,2023-06-27,Food,266.0,30000.0,,UPI
Harini Bhat,2023-06-27,Utilities,2293.0,30000.0,,Cash
Arjun Nair,2023-06-27,Rent,10303.0,22000.0,,NetBanking
Ananya Singh,2023-06-28,Miscellaneous,2134.0,30000.0,,NetBanking
Priya Iyer,2023-06-28,Utilities,1935.0,18000.0,,NetBanking
Shreya Sen,2023-06-28,Travel,382.0,18000.0,,Card
Karthik Rao,2023-06-28,Health,2363.0,18000.0,,UPI
Amit Sharma,2023-06-28,Rent,10593.0,20000.0,,Card
Pooja Mehta,2023-06-28,Miscellaneous,823.0,30000.0,,Cash
Arjun Nair,2023-06-28,Health,447.0,22000.0,,Card
Vivek Menon,2023-06-28,Utilities,1331.0,18000.0,,NetBanking
Divya Yeddu,2023-06-28,Utilities,1387.0,25000.0,,Cash
Priya Iyer,2023-06-28,Utilities,1225.0,18000.0,,NetBanking
Varun Gupta,2023-06-28,Study Materials,523.0,20000.0,,NetBanking
Priya Iyer,2023-06-29,Groceries,236.0,18000.0,,Cash
Krishna Rao,2023-06-29,Study Materials,1922.0,30000.0,,Card
Karthik Rao,2023-06-29,Utilities,1566.0,18000.0,,Card
Rahul Kumar,2023-06-29,Health,2398.0,20000.0,,Cash
Amit Sharma,2023-06-29,Health,1450.0,20000.0,,Card
Varun Gupta,2023-06-29,Travel,236.0,20000.0,,Card
Pooja Mehta,2023-06-29,Entertainment,992.0,30000.0,,Cash
Siddharth Rao,2023-06-30,Study Materials,882.0,30000.0,,NetBanking
Rohan Verma,2023-06-30,Food,592.0,20000.0,,NetBanking
Vivek Menon,2023-06-30,Utilities,1446.0,18000.0,,Card
Megha Das,2023-06-30,Health,1421.0,25000.0,,Cash
Rahul Kumar,2023-06-30,Travel,76.0,20000.0,,Cash
Tanvi Jain,2023-06-30,Entertainment,156.0,30000.0,,UPI
Divya Yeddu,2023-06-30,Food,478.0,25000.0,,UPI
Arjun Nair,2023-06-30,Utilities,1850.0,22000.0,,Cash
Rohan Verma,2023-07-01,Groceries,1441.0,20000.0,,Card
Harsha Patel,2023-07-01,Miscellaneous,908.0,30000.0,,Cash
Priya Iyer,2023-07-01,Miscellaneous,1688.0,18000.0,,NetBanking
Harsha Patel,2023-07-01,Travel,63.0,30000.0,,Cash
Amit Sharma,2023-07-01,Groceries,1173.0,20000.0,,Cash
Pooja Mehta,2023-07-01,Travel,59.0,30000.0,,Cash
Varun Gupta,2023-07-01,Miscellaneous,712.0,20000.0,,Card
Rahul Kumar,2023-07-01,Groceries,1612.0,20000.0,,UPI
Rohan Verma,2023-07-02,Utilities,1479.0,20000.0,,NetBanking
Varun Gupta,2023-07-02,Food,136.0,20000.0,,Cash
Ananya Singh,2023-07-02,Entertainment,1431.0,30000.0,,NetBanking
Vivek Menon,2023-07-02,Food,549.0,18000.0,,NetBanking
Karthik Rao,2023-07-02,Groceries,2123.0,18000.0,,NetBanking
Divya Yeddu,2023-07-02,Entertainment,2024.0,25000.0,,Card
Rohan Verma,2023-07-02,Utilities,264.0,20000.0,,Card
Ishita Roy,2023-07-02,Food,277.0,22000.0,,Card
Aditya Pillai,2023-07-02,Groceries,1510.0,20000.0,,UPI
Vivek Menon,2023-07-02,Travel,532.0,18000.0,,UPI
Aditya Pillai,2023-07-02,Rent,6365.0,20000.0,,Cash
Tanvi Jain,2023-07-02,Food,209.0,30000.0,,Card
Divya Yeddu,2023-07-03,Utilities,2405.0,25000.0,,Cash
Tanvi Jain,2023-07-03,Entertainment,371.0,30000.0,,UPI
Harini Bhat,2023-07-04,Travel,117.0,30000.0,,UPI
Amit Sharma,2023-07-04,Travel,501.0,20000.0,,NetBanking
Ananya Singh,2023-07-04,Miscellaneous,2143.0,30000.0,,UPI
Aditya Pillai,2023-07-04,Health,2253.0,20000.0,,UPI
Amit Sharma,2023-07-04,Health,1613.0,20000.0,,NetBanking
Varun Gupta,2023-07-04,Health,1910.0,20000.0,,Cash
Vivek Menon,2023-07-04,Rent,8290.0,18000.0,,NetBanking
Varun Gupta,2023-07-04,Study Materials,573.0,20000.0,,UPI
Siddharth Rao,2023-07-04,Study Materials,630.0,30000.0,,Card
Varun Gupta,2023-07-04,Health,1819.0,20000.0,,Cash
Amit Sharma,2023-07-04,Groceries,277.0,20000.0,,UPI
Siddharth Rao,2023-07-04,Rent,9533.0,30000.0,,Cash
Harsha Patel,2023-07-05,Health,806.0,30000.0,,UPI
Arjun Nair,2023-07-05,Travel,375.0,22000.0,,UPI
Vivek Menon,2023-07-05,Miscellaneous,877.0,18000.0,,UPI
Pooja Mehta,2023-07-05,Groceries,1848.0,30000.0,,UPI
Tanvi Jain,2023-07-05,Miscellaneous,948.0,30000.0,,UPI
Sneha Kapoor,2023-07-05,Food,374.0,18000.0,,NetBanking
Aditya Pillai,2023-07-05,Miscellaneous,1706.0,20000.0,,Card
Rohan Verma,2023-07-05,Utilities,692.0,20000.0,,NetBanking
Aditya Pillai,2023-07-05,Utilities,277.0,20000.0,,Cash
Vikram Joshi,2023-07-06,Entertainment,254.0,25000.0,,Cash
Ananya Singh,2023-07-06,Travel,585.0,30000.0,,UPI
Aditya Pillai,2023-07-06,Health,1163.0,20000.0,,UPI
Ananya Singh,2023-07-06,Travel,347.0,30000.0,,UPI
Vivek Menon,2023-07-06,Groceries,2116.0,18000.0,,NetBanking
Divya Yeddu,2023-07-06,Entertainment,173.0,25000.0,,Cash
Aditya Pillai,2023-07-07,Entertainment,1246.0,20000.0,,Cash
Amit Sharma,2023-07-07,Entertainment,1637.0,20000.0,,NetBanking
Tanvi Jain,2023-07-07,Study Materials,796.0,30000.0,,UPI
Siddharth Rao,2023-07-07,Study Materials,1844.0,30000.0,,UPI
Sneha Kapoor,2023-07-07,Study Materials,844.0,18000.0,,Card
Shreya Sen,2023-07-07,Food,502.0,18000.0,,Cash
Amit Sharma,2023-07-07,Utilities,2299.0,20000.0,,UPI
Rahul Kumar,2023-07-07,Utilities,990.0,20000.0,,Cash
Harsha Patel,2023-07-07,Health,2268.0,30000.0,,Cash
Priya Iyer,2023-07-07,Miscellaneous,967.0,18000.0,,NetBanking
Rahul Kumar,2023-07-07,Study Materials,627.0,20000.0,,Card
Swathi Reddy,2023-07-07,Food,535.0,25000.0,,NetBanking
Swathi Reddy,2023-07-07,Food,491.0,25000.0,,Cash
Rahul Kumar,2023-07-08,Groceries,1251.0,20000.0,,Cash
Swathi Reddy,2023-07-08,Entertainment,330.0,25000.0,,NetBanking
Ananya Singh,2023-07-08,Groceries,1595.0,30000.0,,Cash
Divya Yeddu,2023-07-08,Groceries,1057.0,25000.0,,Card
Ananya Singh,2023-07-08,Utilities,2054.0,30000.0,,Cash
Vikram Joshi,2023-07-08,Groceries,865.0,25000.0,,Card
Harsha Patel,2023-07-08,Entertainment,1722.0,30000.0,,NetBanking
Harsha Patel,2023-07-08,Health,2436.0,30000.0,,Cash
Sneha Kapoor,2023-07-08,Health,1646.0,18000.0,,Card
Rahul Kumar,2023-07-09,Entertainment,1517.0,20000.0,,UPI
Sneha Kapoor,2023-07-09,Entertainment,1426.0,18000.0,,UPI
Amit Sharma,2023-07-09,Rent,6528.0,20000.0,,NetBanking
Harini Bhat,2023-07-09,Food,254.0,30000.0,,Card
Arjun Nair,2023-07-10,Miscellaneous,1634.0,22000.0,,Cash
Rohan Verma,2023-07-10,Entertainment,1624.0,20000.0,,NetBanking
Pooja Mehta,2023-07-10,Groceries,116.0,30000.0,,Cash
Karthik Rao,2023-07-10,Entertainment,2190.0,18000.0,,Card
Harini Bhat,2023-07-11,Utilities,1454.0,30000.0,,UPI
Karthik Rao,2023-07-11,Study Materials,890.0,18000.0,,NetBanking
Aditya Pillai,2023-07-11,Study Materials,743.0,20000.0,,NetBanking
Nisha Sharma,2023-07-11,Travel,128.0,18000.0,,NetBanking
Priya Iyer,2023-07-11,Utilities,742.0,18000.0,,Card
Ananya Singh,2023-07-11,Health,196.0,30000.0,,Cash
Sneha Kapoor,2023-07-11,Miscellaneous,2377.0,18000.0,,Cash
Nisha Sharma,2023-07-11,Travel,369.0,18000.0,,UPI
Vikram Joshi,2023-07-11,Utilities,1161.0,25000.0,,NetBanking
Rahul Kumar,2023-07-11,Travel,235.0,20000.0,,Card
Ananya Singh,2023-07-11,Health,345.0,30000.0,,Cash
Shreya Sen,2023-07-11,Study Materials,749.0,18000.0,,UPI
Tanvi Jain,2023-07-11,Groceries,2308.0,30000.0,,NetBanking
Shreya Sen,2023-07-11,Groceries,2044.0,18000.0,,UPI
Ishita Roy,2023-07-11,Groceries,597.0,22000.0,,UPI
Vikram Joshi,2023-07-11,Groceries,1210.0,25000.0,,NetBanking
Harini Bhat,2023-07-11,Food,359.0,30000.0,,UPI
Megha Das,2023-07-11,Health,433.0,25000.0,,Cash
Ananya Singh,2023-07-12,Travel,311.0,30000.0,,Card
Ananya Singh,2023-07-12,Health,1502.0,30000.0,,Card
Siddharth Rao,2023-07-12,Health,1798.0,30000.0,,Cash
Harsha Patel,2023-07-12,Study Materials,428.0,30000.0,,Card
Megha Das,2023-07-12,Groceries,1918.0,25000.0,,NetBanking
Sneha Kapoor,2023-07-12,Groceries,1073.0,18000.0,,UPI
Shreya Sen,2023-07-12,Utilities,795.0,18000.0,,UPI
Tanvi Jain,2023-07-12,Miscellaneous,533.0,30000.0,,Card
Amit Sharma,2023-07-12,Study Materials,488.0,20000.0,,Card
Priya Iyer,2023-07-13,Utilities,720.0,18000.0,,UPI
Swathi Reddy,2023-07-13,Groceries,372.0,25000.0,,Cash
Megha Das,2023-07-13,Food,498.0,25000.0,,NetBanking
Priya Iyer,2023-07-14,Miscellaneous,2367.0,18000.0,,NetBanking
Megha Das,2023-07-14,Travel,199.0,25000.0,,NetBanking
Harsha Patel,2023-07-14,Food,299.0,30000.0,,UPI
Shreya Sen,2023-07-14,Utilities,704.0,18000.0,,Card
Varun Gupta,2023-07-14,Study Materials,522.0,20000.0,,Card
Harini Bhat,2023-07-14,Travel,491.0,30000.0,,Cash
Siddharth Rao,2023-07-14,Miscellaneous,1443.0,30000.0,,Card
Krishna Rao,2023-07-15,Health,538.0,30000.0,,Cash
Divya Yeddu,2023-07-15,Utilities,1553.0,25000.0,,UPI
Divya Yeddu,2023-07-15,Travel,187.0,25000.0,,Cash
Amit Sharma,2023-07-15,Utilities,937.0,20000.0,,NetBanking
Sneha Kapoor,2023-07-15,Miscellaneous,616.0,18000.0,,Card
Nisha Sharma,2023-07-15,Travel,262.0,18000.0,,UPI
Priya Iyer,2023-07-15,Food,340.0,18000.0,,NetBanking
Rahul Kumar,2023-07-15,Food,336.0,20000.0,,Card
Priya Iyer,2023-07-15,Food,293.0,18000.0,,UPI
Vikram Joshi,2023-07-15,Food,174.0,25000.0,,NetBanking
Tanvi Jain,2023-07-15,Food,632.0,30000.0,,NetBanking
